Name,Distillery/Brand,Region,Bottler,Country,Rating,Reviews,Alcohol Percentage,Price,Awards,Palate,Finish,Nose
Bunnahabhain 12 Year Old Cask Strength - 2022 Edition,Bunnahabhain,Islay Whisky,Bunnahabhain,Scotch Whisky,4,(7 Reviews),"(70cl, 56.6%)",73.99,0,"Hazlenuts, drizzled with milk chocolate. A touch of salinity is balanced by crisp green apple, poached pear, and clove.","Salted almonds, dustings of cacao, steeped berries, and cakey spice.","Chocolate buttons, cranberries, and cherries, with dates and sultanas joining in time, bolstered by woody spice."
Glen Scotia 11 Year Old - Campbeltown Malts Festival 2023,Glen Scotia,Campbeltown Whisky,Glen Scotia,Scotch Whisky,4.5,(2 Reviews),"(70cl, 54.7%)",64,0,"Dark treacle, polished sandalwood, sticky dates, and a gentle whiff of savoury smoke to balance.","White grape and runny honey sweetness, as well as a touch of clove.","Cooked peaches, lemon blossom, spiced apple compote, and just a hint of sea-washed pebble."
Old Pulteney 12 Year Old,Pulteney,Highland Whisky,Pulteney,Scotch Whisky,4,(58 Reviews),"(70cl, 40%)",34.25,6,"Chocolate peanuts, mint, citrus peels, maritime elements and white pepper.","Toffee, brine and lemon.","Honeycomb, vanilla tablet, soft sawdust oakiness and oatcakes."
Glenkinchie 12 Year Old,Glenkinchie,Lowland Whisky,Glenkinchie,Scotch Whisky,4,(82 Reviews),"(70cl, 43%)",41.95,8,"Very fruity palate with a mix of stewed fruits, dessert wine, apple peels and honey. Becomes quite oaky late palate.",A medium-length finish with barley and freshly mown grass…,"A light, aromatic nose with hints of barley malt, almonds, hazelnuts and manuka honey/beeswax."
Yamazaki 12 Year Old,Yamazaki,Japanese Whisky,Yamazaki,Japanese Whisky,4.5,(129 Reviews),"(70cl, 43%)",144.99,0,"Nose: Good body with plenty of nut oils and zest, a pleasant floral character with a little tropical fruit and a rooty note.
Palate: Smooth and soft with good sweetness and winter spice. A lovely citrus note develops with more tropical fruit notes and a little rum.
Finish: Medium with fruit and zest.","Nose: Good body with plenty of nut oils and zest, a pleasant floral character with a little tropical fruit and a rooty note.
Palate: Smooth and soft with good sweetness and winter spice. A lovely citrus note develops with more tropical fruit notes and a little rum.
Finish: Medium with fruit and zest.","Nose: Good body with plenty of nut oils and zest, a pleasant floral character with a little tropical fruit and a rooty note.
Palate: Smooth and soft with good sweetness and winter spice. A lovely citrus note develops with more tropical fruit notes and a little rum.
Finish: Medium with fruit and zest."
Glenfarclas 105,Glenfarclas,Speyside Whisky,Glenfarclas,Scotch Whisky,4,(99 Reviews),"(70cl, 60%)",58,3,"Silken, spicy and peppery oak. Almond, praline, hazelnut, dried peels, fruity. Touch of Armagnac, hint of rancio perhaps?","Long, peppery and nutty.","Great depth, Sherry. Creamy and nutty. Honey on toast, touch of smoky coffee."
Fiona Macleod 33 Year Old - The Character of Islay Whisky Company,The Character of Islay Whisky Company,Scotch Whisky,The Character of Islay Whisky Company,Scotch Whisky,5,(4 Reviews),"(70cl, 46.3%)",399.95,1,"Nose: Ripe tropical fruits with hints of barbecued banana, giving way to smoky vanilla and a pervasive peatiness.
Palate: Opens with salty iodine, damp wood smoke and develops into sweet mango and candied ginger. Develops with a briny character, citrus and dried fruits.
Finish: Sweet, barley sugar, dried pineapple and bonfires extinguished by ale.","Nose: Ripe tropical fruits with hints of barbecued banana, giving way to smoky vanilla and a pervasive peatiness.
Palate: Opens with salty iodine, damp wood smoke and develops into sweet mango and candied ginger. Develops with a briny character, citrus and dried fruits.
Finish: Sweet, barley sugar, dried pineapple and bonfires extinguished by ale.","Nose: Ripe tropical fruits with hints of barbecued banana, giving way to smoky vanilla and a pervasive peatiness.
Palate: Opens with salty iodine, damp wood smoke and develops into sweet mango and candied ginger. Develops with a briny character, citrus and dried fruits.
Finish: Sweet, barley sugar, dried pineapple and bonfires extinguished by ale."
Caol Ila 25 Year Old (43%),Caol Ila,Scotch Whisky,Caol Ila,Scotch Whisky,4,(9 Reviews),"(70cl, 43%)",399.95,0,,,
North British 30 Year Old 1988 (Master of Malt),North British,Scotch Whisky,Master of Malt,Scotch Whisky,,,"(70cl, 54.8%)",78.95,0,"Cor, yeah. This'll do. Tablet and more of that rich honey. Biscoff. Cuban rum, with mustard seed, crème caramel and leather.","Long with dark fudge, tobacco leaf and musty spices.","Honey. Is this honey? *Checks label* Nope, it's definitely whisky. Some toast in there too, and biscotti, and treacle. Yummers."
The Macallan 12 Year Old Double Cask,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,4,(52 Reviews),"(70cl, 40%)",72.36,0,"Creamy and honeyed with some thick-cut marmalade, cinnamon and warm pastries.",Fruity with vanilla and sultana.,"Classic dried fruit territory, if less intense than the Sherry Oak expression. Aromatic butterscotch too."
Arran 10 Year Old,Arran,Island Whisky,Arran,Scotch Whisky,4.5,(89 Reviews),"(70cl, 46%)",38.75,5,"Sweet. Quite malty, digestive biscuits, followed by green fruits and Cox's apple peel.","Slightly bitter, maltiness.","Herbal, biscuity, hedgerow greenness and dried grass, like a long English summer's afternoon."
Glengoyne 12 Year Old Time Keeper Gift Pack with Glass,Glengoyne,Scotch Whisky,Glengoyne,Scotch Whisky,,,"(70cl, 43%)",49.99,0,"Nose: Toffee apples, a little acacia honey, nectarine in syrup and spice, supported by toasted barley in the background.
Palate: Over-ripe grapes, honeyed with hints of vanilla, coconut milk and oak spice. Light touches of chocolate ice-cream.
Finish: Long, oily finish with lingering coffee notes.","Nose: Toffee apples, a little acacia honey, nectarine in syrup and spice, supported by toasted barley in the background.
Palate: Over-ripe grapes, honeyed with hints of vanilla, coconut milk and oak spice. Light touches of chocolate ice-cream.
Finish: Long, oily finish with lingering coffee notes.","Nose: Toffee apples, a little acacia honey, nectarine in syrup and spice, supported by toasted barley in the background.
Palate: Over-ripe grapes, honeyed with hints of vanilla, coconut milk and oak spice. Light touches of chocolate ice-cream.
Finish: Long, oily finish with lingering coffee notes."
Hibiki Japanese Harmony,Hibiki,Japanese Whisky,Hibiki,Japanese Whisky,4,(103 Reviews),"(70cl, 43%)",79.94,0,"Melted butter and caramelised dates. A hint of fragrant sandalwood develops into warming, oak-y spice.","Brown sugar, citrus peels, white grape and black pepper.","Red berries, green apple and layers of rich honey."
The Macallan 15 Year Old Double Cask,The Macallan,Scotch Whisky,The Macallan,Scotch Whisky,4,(3 Reviews),"(70cl, 43%)",134.99,0,"Nose: Butterscotch and plump raisin, with spiced apple crumble and oak spice.
Palate: Dried fruits galore, with a dusting of cinnamon, candied ginger and orange peel.
Finish: More warming ginger alongside a drizzle of honey and buttery caramel.","Nose: Butterscotch and plump raisin, with spiced apple crumble and oak spice.
Palate: Dried fruits galore, with a dusting of cinnamon, candied ginger and orange peel.
Finish: More warming ginger alongside a drizzle of honey and buttery caramel.","Nose: Butterscotch and plump raisin, with spiced apple crumble and oak spice.
Palate: Dried fruits galore, with a dusting of cinnamon, candied ginger and orange peel.
Finish: More warming ginger alongside a drizzle of honey and buttery caramel."
Balvenie 21 Year Old PortWood Finish,Balvenie,Scotch Whisky,Balvenie,Scotch Whisky,4.5,(99 Reviews),"(70cl, 40%)",198,10,"Nose: Elegant. White peach and a faint puff of smoke.
Palate: A gentle, subtle palate with loads of complexity. It offers up a mix of cranberries and cooked raspberries, a little white grape juice and barley.
Finish: Cocoa, slightly bitter as it tails away gracefully.","Nose: Elegant. White peach and a faint puff of smoke.
Palate: A gentle, subtle palate with loads of complexity. It offers up a mix of cranberries and cooked raspberries, a little white grape juice and barley.
Finish: Cocoa, slightly bitter as it tails away gracefully.","Nose: Elegant. White peach and a faint puff of smoke.
Palate: A gentle, subtle palate with loads of complexity. It offers up a mix of cranberries and cooked raspberries, a little white grape juice and barley.
Finish: Cocoa, slightly bitter as it tails away gracefully."
Kyrö Malt Rye Whisky,Kyrö Distillery Company,Finnish Whisky,Kyrö Distillery Company,Finnish Whisky,4,(9 Reviews),"(50cl, 47.2%)",49.95,0,"Nose: Honeyed apricot and sultana, baked earth spiciness, a hint of chocolate and coffee hiding in there too.
Palate: Rye bread with Seville orange marmalade, blueberry, vanilla, black pepper and another touch of dark chocolate.
Finish: The spiciness of the rye sticks around, balanced by toffee and quince.","Nose: Honeyed apricot and sultana, baked earth spiciness, a hint of chocolate and coffee hiding in there too.
Palate: Rye bread with Seville orange marmalade, blueberry, vanilla, black pepper and another touch of dark chocolate.
Finish: The spiciness of the rye sticks around, balanced by toffee and quince.","Nose: Honeyed apricot and sultana, baked earth spiciness, a hint of chocolate and coffee hiding in there too.
Palate: Rye bread with Seville orange marmalade, blueberry, vanilla, black pepper and another touch of dark chocolate.
Finish: The spiciness of the rye sticks around, balanced by toffee and quince."
Ledaig Rioja Cask Finish - Sinclair Series,Tobermory,Scotch Whisky,Tobermory,Scotch Whisky,4,(25 Reviews),"(70cl, 46.3%)",33.90,0,"Grassy peat, stewed plum, raspberry, almond, dark chocolate.","Salted caramel, cherry, clove.","Red grapes, cinnamon, rose petal jelly, and a wave of coastal smoke."
The Macallan 12 Year Old Sherry Oak,The Macallan,Speyside Whisky,The Macallan,Scotch Whisky,4,(126 Reviews),"(70cl, 40%)",74.95,0,"Medium-body and quite firm. There are notes of hot pastries and marmalade, sultanas and peels with a developing sweetness from the barley sugar.",Good length with a solid oaked note,Crisp and sweet. There are notes of sultanas and fresh apple blossom. There is a defined floral note followed by Sherry hints. Calvados emerges with a tropical fruit note and golden syrup.
Seaweed & Aeons & Digging & Fire 10 Year Old,Seaweed & Aeons & Digging & Fire,Islay Whisky,Seaweed & Aeons & Digging & Fire,Scotch Whisky,4.5,(113 Reviews),"(70cl, 40%)",37.95,4,Well-balanced but extremely forceful on delivery. The sherry makes itself known in a really good way.,Red apple sweetness gives way to oaken-vanilla goodness and fades elegantly into the embers of a chargrilled well-aged steak.,"Rich, powerful sherry with a well-integrated core of peat. Solid."
Nikka Whisky From The Barrel,Nikka,Japanese Whisky,Nikka,Japanese Whisky,4,(208 Reviews),"(50cl, 51.4%)",45.95,1,"Nose: Medium-body with good balance. There are notes of cut flowers and fresh fruits, spice and a little oak.
Palate: Full-bodied and punchy. There is plenty of winter spice and toffee, a little caramel and vanilla and a good mouthful of fruit.
Finish: Long, warming  and fruity with a little oaken spice.","Nose: Medium-body with good balance. There are notes of cut flowers and fresh fruits, spice and a little oak.
Palate: Full-bodied and punchy. There is plenty of winter spice and toffee, a little caramel and vanilla and a good mouthful of fruit.
Finish: Long, warming  and fruity with a little oaken spice.","Nose: Medium-body with good balance. There are notes of cut flowers and fresh fruits, spice and a little oak.
Palate: Full-bodied and punchy. There is plenty of winter spice and toffee, a little caramel and vanilla and a good mouthful of fruit.
Finish: Long, warming  and fruity with a little oaken spice."
Glen Scotia Victoriana Cask Strength,Glen Scotia,Scotch Whisky,Glen Scotia,Scotch Whisky,4.5,(21 Reviews),"(70cl, 54.2%)",71.94,1,"Nose: Elegantly oak-y, with notes of toasty sugar and citrus peels.
Palate: More fruit forward on the nose, with dark berry juiciness at its core.
Finish: Orchard fruits dusted with dark chocolate.","Nose: Elegantly oak-y, with notes of toasty sugar and citrus peels.
Palate: More fruit forward on the nose, with dark berry juiciness at its core.
Finish: Orchard fruits dusted with dark chocolate.","Nose: Elegantly oak-y, with notes of toasty sugar and citrus peels.
Palate: More fruit forward on the nose, with dark berry juiciness at its core.
Finish: Orchard fruits dusted with dark chocolate."
Port Charlotte 10 Year Old,Bruichladdich,Islay Whisky,Bruichladdich,Scotch Whisky,4.5,(67 Reviews),"(70cl, 50%)",54.98,1,"Oak-y smoke and salty sea air, paired with sweeter notes of Custard Cream biscuits and white grape.","Ginger snaps, rye toast, drying peat smokiness.","Salted caramel brownie, flamed orange peel, a hearty whack of seaweed."
GlenAllachie 18 Year Old,GlenAllachie,Scotch Whisky,GlenAllachie,Scotch Whisky,,,"(70cl, 46%)",136.95,0,"Nose: Chocolate Brazil nuts and floral wafts of honey, rich, dark sugar with sweet raisins in tow.
Palate: Silky toffee and a pinch of dried heather lead, followed by dense, honeyed fruit cake. Forest fruits creep in, bringing with them nutty spice and old oak.
Finish: Caramelised nuts and baking spice stick around for an age, with sticky muscovado and robust, roasted barley.","Nose: Chocolate Brazil nuts and floral wafts of honey, rich, dark sugar with sweet raisins in tow.
Palate: Silky toffee and a pinch of dried heather lead, followed by dense, honeyed fruit cake. Forest fruits creep in, bringing with them nutty spice and old oak.
Finish: Caramelised nuts and baking spice stick around for an age, with sticky muscovado and robust, roasted barley.","Nose: Chocolate Brazil nuts and floral wafts of honey, rich, dark sugar with sweet raisins in tow.
Palate: Silky toffee and a pinch of dried heather lead, followed by dense, honeyed fruit cake. Forest fruits creep in, bringing with them nutty spice and old oak.
Finish: Caramelised nuts and baking spice stick around for an age, with sticky muscovado and robust, roasted barley."
